organism_tidy_name,join,ref_seq,organism_name.x,ncbi_taxonomy.x,gtdb_taxonomy.x,gtdb_representative_of_species.x,gtdb_type_material.x,genome_representation,check_m_completeness.x,check_m_contamination.x,gc_percentage.x,genome_size.x,contig_count,country,date,isolation_source,spanned_gaps,unspanned_gaps,assembly_level,protein_count,gen_bank_assembly_id_accession_version,accession_number,regional_loaction,geographic_feature,environment_detail,tempurature,lat_long,temp_estimate,temp_cat,gyrA,nusA,infC,infA,otsA,dnaK,recA,dnaJ,aceF,deaD,infB,tig,rnr,dnaA,hupB,rbfA,yfiA,pnp,csp,aceE,desA,PsaB,cya_PsbA,PsaA,cya_PsaC,PsbB,PsbC,PsbO,bac_PsbA,D2_PsbD,PsaD,PsaE,bac_PsaC
Prochlorococcus_marinus_str_MIT_9312,_000012645.1_,GCF_000012645.1,Prochlorococcus marinus str. MIT 9312,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A marinus_L,TRUE,not type material,NA,99.73,0,31.21049331,1709204,NA,NA,1993,NA,NA,NA,Complete Genome,1922,GCA_000012645.1,ASM1264v1,north atlantic,Gulf Stream of North Atlantic Ocean,135 m,17.205,"37.513333, -68.24",17.205,temperate,2,1,1,1,0,4,1,5,1,6,5,1,2,1,1,1,0,4,0,1,3,2,3,2,1,4,4,1,3,3,1,1,2
Prochlorococcus_marinus_str_MIT_9313,_000011485.1_,GCF_000011485.1,Prochlorococcus marinus str. MIT 9313,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_C;s__Prochlorococcus_C marinus_B,TRUE,not type material,NA,99.46,0.14,50.73977382,2410873,NA,NA,1993,NA,NA,NA,Complete Genome,2565,GCA_000011485.1,ASM1148v1,"Gulf Stream, North Atlantic Ocean",gulf stream,"maine aquatic, 135 m",17.205,"37.083333, -68.033333",17.205,temperate,2,1,1,1,0,4,1,5,1,6,5,1,2,2,1,1,1,4,0,1,3,2,3,2,1,3,4,1,3,3,1,1,4
Prochlorococcus_marinus_str_NATL1A,_000015685.1_,GCF_000015685.1,Prochlorococcus marinus str. NATL1A,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B marinus_B,FALSE,not type material,NA,99.73,0,34.97930801,1864731,NA,NA,1990,NA,NA,NA,Complete Genome,2155,GCA_000015685.1,ASM1568v1,atlantic ocean,north atlantic ocean,30 m depth,17.125,"37.06667, 40",17.125,temperate,2,1,1,1,0,4,1,5,1,5,5,1,2,2,1,1,0,3,0,1,2,2,4,2,0,6,9,1,4,4,1,1,2
Prochlorococcus_sp_MIT_0604,_000757845.1_,GCF_000757845.1,Prochlorococcus sp. MIT 0604,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp000757845,TRUE,not type material,NA,99.73,0,31.17348226,1780061,NA,NA,2006,NA,NA,NA,Complete Genome,2069,GCA_000757845.1,ASM75784v1,Station ALOHA/ North Pacific,NA,125 m depth,22.06,"22.75, -158",22.06,temperate,2,1,1,1,0,4,1,4,1,6,5,1,2,1,1,1,0,3,0,1,3,2,2,2,1,4,4,1,2,2,1,1,2
Prochlorococcus_sp_MIT_0801,_000757865.1_,GCF_000757865.1,Prochlorococcus sp. MIT 0801,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B sp000757865,TRUE,not type material,NA,99.18,0,34.90939004,1929203,NA,NA,NA,NA,NA,NA,Complete Genome,2199,GCA_000757865.1,ASM75786v1,Atlantic Ocean,Sargasso sea,"40 m depth from the Sargasso Sea, North Atlantic Ocean in March 2008. Low light adapted (LL)",19.448,"32.116666, -64.283333",19.448,temperate,2,1,1,1,0,4,1,5,1,5,5,1,2,1,1,1,0,3,0,1,2,3,4,2,0,6,9,1,4,4,1,1,2
Pseudanabaena_biceps_PCC_7429,_000332215.1_,GCF_000332215.1,Pseudanabaena biceps PCC 7429,d__Bacteria;p__Cyanobacteria;c__;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__Pseudanabaena biceps,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__Pseudanabaena biceps_A,TRUE,not type material,full,99.29,1.18,43.17816326,5476421,464,Switzerland: Vierwaldstattersee,2013-01-18,Sphagnum bog near Kastanienbaum,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,8,1,5,1,16,5,1,2,4,3,1,0,5,0,1,7,2,2,2,1,3,3,1,2,2,1,1,6
Pseudanabaena_sp_ABRG5-3,_003967015.1_,GCF_003967015.1,Pseudanabaena sp. ABRG5-3,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Pseudanabaenaceae;g__Pseudanabaena;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__Pseudanabaena sp003967015,TRUE,not type material,NA,99.29,1.77,42.19137175,5657972,NA,NA,NA,NA,NA,NA,Complete Genome,5064,GCA_003967015.1,ASM396701v1,Japan,Atami Botanical Research Garden,Pond,NA,NA,NA,temperate,2,1,1,1,0,8,1,6,1,18,5,1,2,2,3,1,0,4,0,1,8,2,5,2,1,2,2,1,5,5,1,1,5
Pseudanabaena_sp_PCC_7367,_000317065.1_,GCF_000317065.1,Pseudanabaena sp. PCC 7367,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Pseudanabaenaceae;g__Pseudanabaena;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__PCC-7367;s__PCC-7367 sp000317065,TRUE,not type material,NA,98.23,0.59,46.22392379,4885680,NA,NA,NA,NA,NA,NA,Complete Genome,3980,GCA_000317065.1,ASM31706v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,7,1,6,1,8,5,1,2,11,3,1,0,3,0,1,3,2,3,2,1,2,2,1,3,3,1,1,4
Pseudanabaena_sp_Roaring_Creek,_001402795.1_,GCF_001402795.1,Pseudanabaena sp. 'Roaring Creek',d__Bacteria;p__Cyanobacteria;c__;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__Pseudanabaena sp001402795,TRUE,not type material,full,99.06,1.06,43.33432765,5477812,770,USA: PA; Roaring Creek Reservoir,2015-10-22,freshwater,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-30,temperate,2,1,1,1,0,9,1,7,1,17,5,1,2,4,3,1,0,4,0,2,7,2,3,2,1,3,3,1,3,2,1,2,4
Richelia_sinica_FACHB-800,_019056575.1_,GCF_019056575.1,Richelia sinica FACHB-800,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Richelia;s__Richelia sinica,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__FACHB-800;s__FACHB-800 sp014698825,FALSE,not type material,NA,99.93,0.3,39.7318643,5729487,NA,NA,NA,NA,NA,NA,Complete Genome,4793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,8,1,8,1,15,5,1,2,3,1,1,0,4,2,0,3,3,6,3,1,2,2,1,6,6,1,1,12
Rippkaea_orientalis_PCC_8801,_000021805.1_,GCF_000021805.1,Rippkaea orientalis PCC 8801,d__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Aphanothecaceae;g__Rippkaea;s__Rippkaea orientalis,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Rippkaea;s__Rippkaea orientalis,TRUE,type strain of species,NA,99.56,0,39.75784584,4787694,NA,NA,NA,NA,NA,NA,Complete Genome,4540,GCA_000021805.1,ASM2180v1,india and Taiwan,rice fields,"terrestrial, aquatic?",NA,NA,NA,temperate,2,1,1,1,0,5,1,6,1,10,5,1,2,2,2,1,1,4,2,0,3,2,6,2,1,2,2,1,6,6,1,1,6
Rippkaea_orientalis_PCC_8802,_000024045.1_,GCF_000024045.1,Rippkaea orientalis PCC 8802,d__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Aphanothecaceae;g__Rippkaea;s__Rippkaea orientalis,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Rippkaea;s__Rippkaea orientalis,FALSE,not type material,NA,99.56,0,39.81791008,4803347,NA,NA,NA,NA,NA,NA,Complete Genome,4578,GCA_000024045.1,ASM2404v1,NA,rice fields?,NA,NA,NA,NA,NA,2,1,1,1,0,5,1,6,1,9,5,1,2,2,2,1,1,4,2,0,3,2,6,2,1,2,2,1,6,6,1,1,6
Rivularia_sp_PCC_7116,_000316665.1_,GCF_000316665.1,Rivularia sp. PCC 7116,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Rivulariaceae;g__Rivularia;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Rivularia;s__Rivularia sp000316665,TRUE,not type material,full,99.78,1.22,37.531621,8728773,3,USA,2012-12-04,unialgal culture in marine water,0,0,Complete Genome,6848,GCA_000316665.1,ASM31666v1,USA,NA,marine,NA,NA,3.5,cold-freezing,2,1,1,1,1,8,1,7,1,11,7,1,2,2,1,1,1,4,0,1,8,2,8,2,1,5,5,1,8,8,1,1,6
Spirulina_major_PCC_6313,_001890765.1_,GCF_001890765.1,Spirulina major PCC 6313,d__Bacteria;p__Cyanobacteria;c__;o__Spirulinales;f__Spirulinaceae;g__Spirulina;s__Spirulina major,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Spirulinaceae;g__Spirulina;s__Spirulina major,TRUE,not type material,full,99.67,0.11,53.47662776,5050153,13,USA: Berkeley; California,2016-12-07,brackish water,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,6,1,10,1,9,5,1,2,3,1,1,2,3,2,2,4,2,6,2,1,3,3,1,6,6,1,1,4
Stanieria_cyanosphaera_PCC_7437,_000317575.1_,GCF_000317575.1,Stanieria cyanosphaera PCC 7437,d__Bacteria;p__Cyanobacteria;c__;o__Pleurocapsales;f__Dermocarpellaceae;g__Stanieria;s__Stanieria cyanosphaera,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Stanieria;s__Stanieria cyanosphaera,TRUE,not type material,full,99.56,0.44,36.22323936,5544990,6,Cuba: Havana,2012-12-06,pool at botanical garden,0,0,Complete Genome,4986,GCA_000317575.1,ASM31757v1,NA,NA,NA,NA,NA,20-26,temperate,2,1,1,1,1,6,2,7,2,10,5,1,2,1,1,1,0,4,0,2,3,2,6,2,1,4,5,1,6,6,1,1,6
Stanieria_sp_NIES-3757,_002355455.1_,GCF_002355455.1,Stanieria sp. NIES-3757,d__Bacteria;p__Cyanobacteria;c__;o__Pleurocapsales;f__Dermocarpellaceae;g__Stanieria;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Stanieria;s__Stanieria sp002355455,TRUE,not type material,NA,99.56,0.44,36.50606922,5463308,NA,NA,NA,NA,NA,NA,Complete Genome,4922,GCA_002355455.1,ASM235545v1,"Japan: Chiba, Narashino, Mimomi Park",NA,soil,NA,35.6842 N 140.0648 E,NA,temperate,2,1,2,1,2,6,1,6,1,13,5,1,2,2,1,1,0,4,0,2,4,2,8,2,1,2,2,1,8,8,1,2,6
Synechococcus_elongatus_PCC_6301,_000010065.1_,GCF_000010065.1,Synechococcus elongatus PCC 6301,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus elongatus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus elongatus,TRUE,not type material,NA,99.73,0,55.48432919,2696255,NA,NA,NA,NA,NA,NA,Complete Genome,2691,GCA_000010065.1,ASM1006v1,"Waller Creek, Austin, Texas",creek,Freshwater,NA,"30.27, -97.74",NA,temperate,2,1,1,1,0,5,1,5,1,7,4,1,3,2,2,1,0,3,0,1,2,2,5,2,1,3,3,1,5,5,1,1,6
Synechococcus_elongatus_PCC_7942_FACHB-805,_000012525.1_,GCF_000012525.1,Synechococcus elongatus PCC 7942 = FACHB-805,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus elongatus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus elongatus,FALSE,not type material,NA,100,0,55.42636408,2742269,NA,NA,NA,NA,NA,NA,Complete Genome,2725,GCA_000012525.1,ASM1252v1,california,NA,"freshwater lake, 1968",NA,NA,NA,temperate,2,1,1,1,0,5,1,5,1,7,4,1,3,1,2,1,0,3,0,1,2,2,5,2,1,3,3,1,5,5,1,1,6
Synechococcus_elongatus_UTEX_3055,_003957805.1_,GCF_003957805.1,Synechococcus elongatus UTEX 3055,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus elongatus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus elongatus,FALSE,not type material,NA,100,0,55.12305018,2881223,NA,NA,NA,NA,NA,NA,Complete Genome,2887,GCA_003957805.1,ASM395780v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,5,1,5,1,6,4,1,3,1,2,1,0,3,0,1,2,2,5,2,1,3,3,1,5,5,1,1,6
Synechococcus_lividus_PCC_6715,_002754935.1_,GCF_002754935.1,Synechococcus lividus PCC 6715,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus lividus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Synechococcus_A;s__Synechococcus_A lividus,TRUE,not type material,NA,98.86,0.12,53.51479976,2659739,NA,NA,NA,NA,NA,NA,Complete Genome,2664,GCA_002754935.1,ASM275493v1,Yellowstone National Park,hot spring water,hot spring water,NA,44.36 N 110.3 W,NA,warm-hot,2,1,1,1,0,8,1,7,1,5,6,1,2,1,1,1,0,2,0,1,2,2,4,2,1,3,3,1,4,4,1,1,5
Synechococcus_sp_A15-127,_014280215.1_,GCF_014280215.1,Synechococcus sp. A15-127,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000737575,FALSE,not type material,NA,99.18,0.27,60.61857397,2543463,NA,NA,NA,NA,NA,NA,Complete Genome,2687,GCA_014280215.1,ASM1428021v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,3,0,2,4,2,5,2,1,2,3,1,5,5,1,2,2
Synechococcus_sp_A15-24,_014280195.1_,GCF_014280195.1,Synechococcus sp. A15-24,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp014280195,TRUE,not type material,NA,99.73,0,59.63932951,2305373,NA,NA,NA,NA,NA,NA,Complete Genome,2574,GCA_014280195.1,ASM1428019v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,7,5,1,2,1,1,1,1,3,0,3,4,2,5,2,1,2,2,1,5,5,1,1,2
Synechococcus_sp_A15-28,_014280175.1_,GCF_014280175.1,Synechococcus sp. A15-28,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp004212765,TRUE,not type material,NA,99.73,0,60.1275802,2341586,NA,NA,NA,NA,NA,NA,Complete Genome,2600,GCA_014280175.1,ASM1428017v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,10,5,1,2,1,1,1,1,3,0,1,4,2,5,2,1,2,2,1,5,5,1,1,3
Synechococcus_sp_A15-44,_014280115.1_,GCF_014280115.1,Synechococcus sp. A15-44,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp002724845,FALSE,not type material,NA,99.82,0.54,60.7883019,2621965,NA,NA,NA,NA,NA,NA,Complete Genome,2954,GCA_014280115.1,ASM1428011v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,11,5,1,2,1,1,1,1,3,0,1,3,2,5,2,1,2,2,1,5,5,1,1,4
Synechococcus_sp_A15-60,_014280095.1_,GCF_014280095.1,Synechococcus sp. A15-60,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002693285,FALSE,not type material,NA,99.73,0.41,58.22099692,2543402,NA,NA,NA,NA,NA,NA,Complete Genome,2766,GCA_014280095.1,ASM1428009v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,7,5,1,2,1,1,1,1,4,0,1,3,2,5,2,1,3,3,1,5,5,1,1,2
Synechococcus_sp_A15-62,_014280075.1_,GCF_014280075.1,Synechococcus sp. A15-62,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000012625,FALSE,not type material,NA,100,0,59.9122547,2294140,NA,NA,NA,NA,NA,NA,Complete Genome,2599,GCA_014280075.1,ASM1428007v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,3,0,1,2,2,6,2,1,3,3,1,6,6,1,1,4
Synechococcus_sp_A18-25c,_014280035.1_,GCF_014280035.1,Synechococcus sp. A18-25c,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002693285,TRUE,not type material,NA,99.73,0.14,58.15482448,2511360,NA,NA,NA,NA,NA,NA,Complete Genome,2731,GCA_014280035.1,ASM1428003v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,7,5,1,2,1,1,1,1,4,0,1,3,2,5,2,1,3,3,1,5,5,1,1,2
Synechococcus_sp_A18-40,_014280055.1_,GCF_014280055.1,Synechococcus sp. A18-40,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000195975,FALSE,not type material,NA,97.47,0,59.50760073,2401547,NA,NA,NA,NA,NA,NA,Complete Genome,2661,GCA_014280055.1,ASM1428005v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,7,5,1,2,1,1,1,1,3,0,1,5,2,5,2,1,2,2,1,5,5,1,1,2
Synechococcus_sp_A18-46_1,_014280015.1_,GCF_014280015.1,Synechococcus sp. A18-46.1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000195975,FALSE,not type material,NA,99.46,0,59.30839034,2471770,NA,NA,NA,NA,NA,NA,Complete Genome,2731,GCA_014280015.1,ASM1428001v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,7,5,1,2,1,1,1,1,3,0,1,4,2,6,2,1,2,2,1,6,6,1,1,2
Synechococcus_sp_BIOS-U3-1,_014279975.1_,GCF_014279975.1,Synechococcus sp. BIOS-U3-1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp014279975,TRUE,not type material,NA,99.73,0,54.97555365,2710834,NA,NA,NA,NA,NA,NA,Complete Genome,3025,GCA_014279975.1,ASM1427997v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,8,5,1,2,1,1,1,1,4,0,1,4,2,7,2,1,3,3,1,7,7,1,0,3
Synechococcus_sp_BMK-MC-1,_014279955.1_,GCF_014279955.1,Synechococcus sp. BMK-MC-1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000063505,FALSE,not type material,NA,98.91,0.54,60.35768795,2601150,NA,NA,NA,NA,NA,NA,Complete Genome,2896,GCA_014279955.1,ASM1427995v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,10,5,1,2,1,1,1,1,4,0,1,4,2,6,2,1,2,2,1,6,6,1,1,3
Synechococcus_sp_CBW1002,_015840915.1_,GCF_015840915.1,Synechococcus sp. CBW1002,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__CBW1002;s__CBW1002 sp015840915,TRUE,not type material,NA,100,1.36,64.63710801,3854122,NA,NA,NA,NA,NA,NA,Complete Genome,3879,GCA_015840915.1,ASM1584091v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,5,2,7,1,9,5,1,2,2,1,1,1,3,0,1,6,2,6,2,1,2,2,1,6,6,1,1,5
Synechococcus_sp_CBW1004,_015840715.1_,GCF_015840715.1,Synechococcus sp. CBW1004,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__Cyanobium sp015840715,TRUE,not type material,NA,99.73,0.27,67.0570468,3672318,NA,NA,NA,NA,NA,NA,Complete Genome,3469,GCA_015840715.1,ASM1584071v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,4,1,5,1,14,5,1,2,2,1,1,0,3,0,0,6,2,7,2,1,2,2,1,7,7,1,1,6
Synechococcus_sp_CBW1006,_015840525.1_,GCF_015840525.1,Synechococcus sp. CBW1006,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__CBW1002;s__CBW1002 sp015840915,FALSE,not type material,NA,100,1.77,64.56878395,3860130,NA,NA,NA,NA,NA,NA,Complete Genome,3880,GCA_015840525.1,ASM1584052v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,5,2,7,1,9,5,1,2,13,1,1,2,3,0,1,6,2,6,2,1,2,2,1,6,6,1,1,4
Synechococcus_sp_CBW1107,_015841355.1_,GCF_015841355.1,Synechococcus sp. CBW1107,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__WH-5701;s__WH-5701 sp015841355,TRUE,not type material,NA,99.73,0.27,66.2650023,3202093,NA,NA,NA,NA,NA,NA,Complete Genome,3338,GCA_015841355.1,ASM1584135v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,5,1,6,1,15,6,1,2,17,1,1,0,4,0,1,6,2,6,2,1,2,2,1,6,6,1,1,6
Synechococcus_sp_CBW1108,_015840335.1_,GCF_015840335.1,Synechococcus sp. CBW1108,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium_A;s__Cyanobium_A sp015840335,TRUE,not type material,NA,99.18,1.36,63.69330052,3226220,NA,NA,NA,NA,NA,NA,Complete Genome,3564,GCA_015840335.1,ASM1584033v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,4,1,5,1,15,5,1,2,1,1,1,0,3,0,1,5,2,7,2,1,2,2,1,7,6,1,1,4
Synechococcus_sp_CC9311,_000014585.1_,GCF_000014585.1,Synechococcus sp. CC9311,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000014585,TRUE,not type material,NA,99.73,0,52.44734052,2606748,NA,NA,1993,NA,NA,NA,Complete Genome,2879,GCA_000014585.1,ASM1458v1,California coast,"Oligotrophic edge of the California Current, CalCOFI cruise 93204, station 83.110",edge of California current after nitrate enrichment and low light incubation,NA,"31.9001, -124.1668",NA,cold-freezing,2,1,1,1,1,5,1,6,1,8,6,1,2,1,1,1,1,3,0,1,3,2,6,2,1,3,3,1,6,6,1,1,3
