ref,seq,class,proline count,arginine count,lysine count,r/k ratio,aliphatic percent sum,aromaticity,flexibility sum,flexibility_avg,gravy
GCF,9705,WP_126987344.1|HK|Hybrid,51,29,58,0.5,0.32977588,0.0832444,927.795702,0.99977985,-0.1182497
GCF,9705,WP_199315741.1|HK|Hybrid,33,41,20,2.05,0.35690236,0.05723906,584.18419,0.99860545,-0.1479798
GCF,9705,WP_231865458.1|HK|Classic,22,11,16,0.6875,0.33791209,0.09615385,352.277679,0.99233149,0.13351648
GCF,9705,WP_231865472.1|HK|Classic,38,28,32,0.875,0.32666667,0.10333333,588.608321,0.99595317,-0.069
GCF,9705,WP_231865527.1|HK|Classic,86,96,66,1.45454545,0.30378973,0.09352078,1624.13307,0.9982379,-0.3449267
GCF,9705,WP_231865568.1|HK|Classic,17,8,15,0.53333333,0.30272109,0.07482993,285.157917,1.00055409,-0.2506803
GCF,9725,WP_020861722.1|HK|Classic,21,21,8,2.625,0.37190083,0.07988981,350.298226,0.98954301,0.07493113
GCF,9725,WP_020861770.1|HK|Hybrid,24,22,15,1.46666667,0.34343434,0.05808081,386.275929,0.99812901,-0.1335859
GCF,9725,WP_020861492.1|HK|Classic,61,58,30,1.93333333,0.34526316,0.06842105,937.224143,0.9959874,-0.1461053
GCF,9725,WP_020861489.1|RR|unclassified,17,15,19,0.78947368,0.33243968,0.06970509,362.8145,0.99674313,-0.0276139
GCF,9725,WP_014407145.1|PP|HPt,15,10,21,0.47619048,0.33443709,0.06291391,294.115095,1.00380579,-0.3125828
GCF,9725,WP_014407154.1|HK|Classic,29,29,11,2.63636364,0.34408602,0.06989247,362.54994,0.99876017,-0.0481183
GCF,9725,WP_014407076.1|RR|CheY,10,6,7,0.85714286,0.38518519,0.05185185,125.668762,0.99737113,0.15259259
GCF,9725,WP_014407071.1|RR|CheY,8,7,8,0.875,0.2892562,0.0661157,112.227095,1.00202764,-0.1909091
GCF,9725,WP_014407067.1|RR|NarL,13,13,10,1.3,0.31168831,0.06926407,222.642262,1.00289307,-0.3025974
GCF,9725,WP_011153860.1|HK|Classic,35,26,10,2.6,0.33333333,0.06888889,438.589071,0.99453304,-0.128
GCF,9725,WP_011153819.1|RR|VieA,28,15,21,0.71428571,0.36298077,0.0625,405.839119,0.99714771,0.12884615
GCF,9725,WP_011153859.1|RR|OmpR,15,15,9,1.66666667,0.32327586,0.09051724,222.459179,0.99757479,-0.2814655
GCF,9725,WP_011153597.1|HK|Unorthodox,62,54,57,0.94736842,0.34574028,0.0554177,1198.94504,0.99912086,-0.1162117
GCF,9725,WP_010874269.1|RR|NarL,10,16,10,1.6,0.36403509,0.07017544,218.454226,0.99750788,-0.1267544
GCF,9725,WP_011153596.1|RR|unclassified,17,13,9,1.44444444,0.34768212,0.06622517,292.37369,0.99786242,0.00629139
GCF,9725,WP_010874220.1|RR|VieA,28,19,18,1.05555556,0.33016627,0.0783848,410.820464,0.99713705,-0.0420428
GCF,9725,WP_010874216.1|RR|OmpR,11,17,10,1.7,0.35897436,0.05982906,224.252786,0.99667905,-0.0739316
GCF,9725,WP_010874129.1|RR|OmpR,13,17,10,1.7,0.332,0.076,240.217238,0.99675203,-0.1676
GCF,9725,WP_010874212.1|HK|Classic,14,21,17,1.23529412,0.31649832,0.08417508,287.917548,0.99971371,-0.2592593
GCF,9725,WP_010874125.1|HK|Classic,38,25,17,1.47058824,0.3280943,0.07072692,498.654274,0.99730855,-0.2166994
GCF,9725,WP_010874013.1|RR|CheY,7,5,10,0.5,0.31092437,0.05882353,110.663345,1.00603041,-0.1008403
GCF,9725,WP_010874014.1|RR|unclassified,17,25,16,1.5625,0.34825871,0.06218905,391.200964,0.9954223,-0.0343284
GCF,9725,WP_010874009.1|HK|CheA,112,75,30,2.5,0.34736091,0.05492154,1394.36999,1.00098348,-0.1340228
GCF,9725,WP_010873936.1|RR|OmpR,14,15,8,1.875,0.32758621,0.09482759,222.323179,0.99696493,-0.2793103
GCF,9725,WP_010873925.1|RR|OmpR,12,15,8,1.875,0.32478632,0.07264957,224.804619,0.99913164,-0.1782051
GCF,9725,WP_010873935.1|HK|Classic,35,27,11,2.45454545,0.3231441,0.069869,446.635536,0.99473393,-0.1762009
GCF,9725,WP_010873924.1|HK|Classic,30,29,6,4.83333333,0.34140969,0.07929515,441.812405,0.99283686,0.00682819
GCF,9725,WP_010873909.1|RR|NarL,14,13,8,1.625,0.3923445,0.03349282,199.824643,0.99912321,0.01196172
GCF,9725,WP_010873908.1|HK|Classic,48,61,28,2.17857143,0.33596838,0.07509881,749.844929,0.99979324,-0.3565217
GCF,9725,WP_010873880.1|RR|OmpR,16,19,9,2.11111111,0.32365145,0.05809129,231.56519,0.99812582,-0.2261411
GCF,9725,WP_010873822.1|HK|Classic,47,40,37,1.08108108,0.34243176,0.06947891,795.200631,0.99774232,-0.0745658
GCF,9725,WP_010873875.1|HK|Classic,21,13,24,0.54166667,0.32166302,0.07658643,446.953905,0.99766497,-0.1461707
GCF,9725,WP_010873782.1|RR|OmpR,18,21,9,2.33333333,0.32061069,0.08396947,252.466393,0.99789088,-0.1396947
GCF,9725,WP_010873661.1|HK|Classic,30,16,21,0.76190476,0.2853717,0.09592326,407.222524,0.99809442,-0.2218225
GCF,9725,WP_010873602.1|RR|OmpR,15,25,7,3.57142857,0.32589286,0.08482143,214.599738,0.99813832,-0.2575893
GCF,9725,WP_010873586.1|HK|Classic,28,31,6,5.16666667,0.33333333,0.07482993,430.730393,0.99706109,-0.1746032
GCF,9725,WP_010873544.1|HK|Classic,39,50,25,2,0.30962963,0.06518519,666.560905,1.0008422,-0.3388148
GCF,9725,WP_010873535.1|RR|CheY,4,6,10,0.6,0.34693878,0.04761905,138.418738,1.00303433,-0.2156463
GCF,9725,WP_010873534.1|HK|Classic,45,37,27,1.37037037,0.32754011,0.08957219,736.542488,0.99667454,-0.1338235
GCF,9725,WP_010873372.1|HK|Classic,18,17,22,0.77272727,0.3002611,0.06527415,374.959214,1.00256474,-0.3898172
GCF,9725,WP_010873450.1|HK|Hybrid,53,55,58,0.94827586,0.32088285,0.08658744,1169.17168,1.00014686,-0.2443973
GCF,9725,WP_010873319.1|HK|Classic,32,32,10,3.2,0.31860465,0.07209302,419.75725,0.9970481,-0.2688372
GCF,9725,WP_010873029.1|RR|OmpR,17,22,9,2.44444444,0.32098765,0.04938272,234.289,1.00123504,-0.2580247
GCF,9725,WP_010873252.1|HK|CheA,79,66,47,1.40425532,0.30684932,0.05114155,1091.60923,1.00516503,-0.307032
GCF,9725,WP_010873012.1|RR|NarL,15,13,7,1.85714286,0.36936937,0.03603604,212.497714,0.99764185,0.01441441
GCF,9725,WP_010873008.1|RR|unclassified,17,21,20,1.05,0.30789474,0.08684211,369.981333,0.99725427,-0.2455263
GCF,9725,WP_010873002.1|HK|Hybrid,22,22,10,2.2,0.33695652,0.05163043,358.040393,0.997327,-0.1483696
GCF,9725,WP_010872848.1|HK|Classic,41,15,31,0.48387097,0.31674959,0.07628524,594.929976,1.00156562,-0.0475954
GCF,9725,WP_010872847.1|RR|CheY,6,7,7,1,0.36585366,0.02439024,113.989393,0.99990695,-0.0552846
GCF,9725,WP_010872846.1|HK|Classic,40,23,46,0.5,0.34124629,0.0727003,666.412607,1.00212422,-0.0597923
GCF,9725,WP_010872835.1|RR|CheY,27,33,20,1.65,0.33985765,0.08896797,549.425857,0.99353681,-0.0302491
GCF,9725,WP_010872824.1|HK|Classic,35,13,16,0.8125,0.34027778,0.07407407,421.871155,0.99733134,0.02060185
GCF,9725,WP_010872820.1|HK|Hybrid,38,28,28,1,0.33866667,0.076,739.368464,0.9977982,-0.0789333
GCF,9725,WP_010872623.1|HK|Unorthodox,56,49,43,1.13953488,0.32105263,0.07368421,941.176405,1.00018747,-0.2592632
GCF,9725,WP_010872619.1|RR|RpfG,19,14,24,0.58333333,0.34782609,0.0625,358.864905,0.99962369,-0.163587
GCF,9725,WP_010872618.1|HK|Hybrid,15,16,23,0.69565217,0.37431694,0.04644809,356.474393,0.99852771,0.01939891
GCF,9725,WP_010872553.1|RR|NarL,15,12,7,1.71428571,0.42477876,0.03982301,216.032274,0.99554043,0.21371681
GCF,9725,WP_010872617.1|HK|Unorthodox,88,55,46,1.19565217,0.35685964,0.07137193,1247.86314,0.9966958,0.03576527
GCF,9725,WP_010872514.1|HK|Unorthodox,65,53,34,1.55882353,0.32642998,0.06114398,1004.46476,0.99946742,-0.1392505
GCF,9725,WP_010872402.1|RR|RpfG,20,21,13,1.61538462,0.35628743,0.06287425,324.230214,0.99763143,-0.1329341
GCF,9725,WP_010872189.1|HK|Classic,71,43,43,1,0.34869739,0.08717435,983.978488,0.99492264,0.08226453
GCF,9725,WP_010872026.1|RR|unclassified,18,19,20,0.95,0.31451613,0.08064516,362.495333,0.99860973,-0.1887097
GCF,9725,WP_010872074.1|RR|OmpR,17,13,8,1.625,0.38034188,0.05128205,224.23531,0.99660138,0.00299145
GCF,9725,WP_010872025.1|RR|YesN,13,16,12,1.33333333,0.32780083,0.08298755,231.348536,0.99719196,-0.1643154
GCF,9725,WP_010871998.1|HK|Classic,93,79,38,2.07894737,0.31436907,0.07950401,1358.6624,0.99754949,-0.2239241
GCF,9725,WP_010872024.1|HK|Classic,31,39,38,1.02631579,0.31990521,0.09241706,833.320905,0.99798911,-0.2425355
GCF,9725,WP_010871899.1|RR|CheY,9,7,17,0.41176471,0.36111111,0.06111111,171.763226,1.00446331,-0.0777778
GCF,9725,WP_010871934.1|HK|Classic,36,21,10,2.1,0.32949309,0.05760369,424.766083,0.99944961,-0.1430876
GCF,9725,WP_010871830.1|RR|CheY,6,4,9,0.44444444,0.33057851,0.07438017,111.94769,0.99953295,-0.0330579
GCF,9725,WP_010871827.1|HK|CheA,63,60,23,2.60869565,0.33766234,0.04545455,915.889869,1.00097253,-0.1477273
GCF,9725,WP_010871805.1|RR|CheY,9,3,7,0.42857143,0.41221374,0.03816794,121.618071,0.99686944,0.19618321
GCF,9725,WP_010871759.1|RR|NarL,9,11,9,1.22222222,0.3286385,0.05164319,203.799298,0.99901616,-0.3356808
GCF,9725,WP_010871685.1|RR|PleD,19,20,13,1.53846154,0.35238095,0.06984127,304.74119,0.99588624,-0.1787302
GCF,9725,WP_010871673.1|HK|Classic,37,33,42,0.78571429,0.31921331,0.07413011,652.139131,1.00021339,-0.2428139
GCF,9725,WP_010871618.1|RR|unclassified,16,18,28,0.64285714,0.31139241,0.08860759,386.13331,1.00034536,-0.3167089
GCF,9725,WP_010871653.1|RR|unclassified,21,18,15,1.2,0.34793814,0.08505155,375.690417,0.99126759,0.00850515
GCF,9725,WP_010871602.1|RR|PleD,23,32,24,1.33333333,0.34095634,0.07068607,470.33644,0.99647551,-0.1858628
GCF,9725,WP_010871594.1|RR|OmpR,17,22,9,2.44444444,0.28571429,0.08163265,235.91469,0.99963852,-0.4412245
GCF,9725,WP_010871582.1|HK|Hybrid,24,16,17,0.94117647,0.35789474,0.05263158,369.773095,0.99669298,-0.0089474
GCF,9725,WP_010871488.1|RR|PleD_VieA,48,47,38,1.23684211,0.31428571,0.09047619,829.529762,0.99823076,-0.2477381
GCF,9725,WP_010871436.1|HK|Hybrid,41,27,43,0.62790698,0.36690647,0.0971223,820.090417,0.99404899,0.18920863
GCF,9725,WP_010871373.1|HK|Classic,30,18,15,1.2,0.33180778,0.07322654,426.22931,0.99586287,0.01144165
GCF,9725,WP_010871435.1|RR|PleD,22,32,23,1.39130435,0.34734513,0.07079646,442.251595,0.9983106,-0.174115
GCF,9725,WP_010871316.1|HK|Classic,38,35,24,1.45833333,0.33484163,0.07993967,652.871048,0.99827377,-0.0831071
GCF,9725,WP_020861772.1|HK|Hybrid,35,29,30,0.96666667,0.35356601,0.06221548,648.465798,0.99763969,-0.0274659
GCF,9725,WP_041425800.1|RR|NarL,15,8,9,0.88888889,0.41904762,0.02380952,200.747048,0.99874153,0.18904762
GCF,9725,WP_199303475.1|HK|Classic,59,44,16,2.75,0.37804878,0.06504065,721.578476,0.98981958,0.1995935
GCF,9725,WP_223211261.1|HK|Hybrid,63,56,40,1.4,0.30769231,0.07905983,926.781988,0.99976482,-0.2505342
GCF,9725,WP_223211265.1|PP|HisKa,27,25,13,1.92307692,0.29978118,0.09628009,446.968929,0.9976985,-0.1989059
GCF,9725,WP_223211295.1|RR|CheY,10,20,12,1.66666667,0.32352941,0.08823529,296.225012,0.99739061,-0.2084967
GCF,9725,WP_223211334.1|HK|Unorthodox,94,80,54,1.48148148,0.32002753,0.07777013,1441.25806,0.99810115,-0.1984859
GCF,9725,WP_230401109.1|HK|Hybrid,21,24,13,1.84615385,0.35097493,0.05013928,349.418905,0.99833973,-0.15961
GCF,11345,WP_011056571.1|RR|NarL,15,13,7,1.85714286,0.39712919,0.0430622,199.01181,0.99505905,0.07990431
GCF,11345,WP_011056437.1|RR|OmpR,17,24,6,4,0.33984375,0.06640625,245.624679,0.9944319,-0.0839844
GCF,11345,WP_011056419.1|RR|CheY,4,4,11,0.36363636,0.35,0.05833333,111.517833,1.00466517,0.02166667
GCF,11345,WP_011056416.1|HK|CheA,57,64,21,3.04761905,0.33655914,0.05376344,920.838286,0.99982441,-0.2090323
GCF,11345,WP_011056331.1|HK|Classic,30,37,10,3.7,0.35492958,0.08309859,695.395786,0.9920054,-0.0419718
GCF,11345,WP_011056292.1|HK|Classic,41,38,20,1.9,0.3404908,0.07361963,641.562393,0.99776422,-0.0900307
GCF,11345,WP_011056204.1|HK|CheA,90,75,33,2.27272727,0.33635729,0.04396371,1432.7374,1.00613582,-0.2481507
GCF,11345,WP_011056201.1|RR|CheY,8,6,8,0.75,0.27272727,0.05785124,112.638917,1.00570461,-0.2710744
GCF,11345,WP_011056200.1|RR|unclassified,20,25,9,2.77777778,0.31313131,0.10353535,383.983667,0.99220586,-0.1737374
GCF,11345,WP_011056116.1|RR|OmpR,12,20,7,2.85714286,0.32751092,0.07423581,218.925667,0.99511667,-0.1834061
GCF,11345,WP_011056050.1|HK|Classic,22,22,10,2.2,0.36103896,0.06233766,375.224726,0.9979381,-0.0802597
GCF,11345,WP_011055884.1|HK|Classic,21,27,17,1.58823529,0.30526316,0.06315789,371.679321,1.00183106,-0.4213158
GCF,11345,WP_011056743.1|HK|Classic,34,48,17,2.82352941,0.35802469,0.06858711,715.540917,0.99380683,-0.0242798
GCF,11345,WP_011056769.1|HK|Classic,29,39,7,5.57142857,0.32624113,0.09456265,411.38425,0.99368176,-0.2205674
GCF,11345,WP_011056864.1|HK|CheA,51,61,18,3.38888889,0.35935706,0.04707233,860.130214,0.99783088,-0.1649828
GCF,11345,WP_011056867.1|RR|CheY,5,5,6,0.83333333,0.328,0.08,115.725119,0.99763034,-0.1056
GCF,11345,WP_011056868.1|RR|unclassified,19,25,8,3.125,0.33070866,0.06299213,369.501357,0.99328322,-0.1065617
GCF,11345,WP_011056891.1|RR|NarL,14,12,6,2,0.32242991,0.06074766,204.583024,0.99796597,-0.203271
GCF,11345,WP_011056892.1|RR|PleD,21,40,13,3.07692308,0.36021505,0.0609319,546.017631,0.99456763,-0.0485663
GCF,11345,WP_011056995.1|RR|RsbU,26,21,11,1.90909091,0.32480818,0.09207161,380.375798,0.99574816,-0.1289003
GCF,11345,WP_011057057.1|HK|Classic,37,49,15,3.26666667,0.35950413,0.05647383,713.073869,0.99452422,-0.1066116
GCF,11345,WP_011057103.1|RR|NarL,10,15,8,1.875,0.37168142,0.05309735,216.658405,0.99842583,-0.1044248
GCF,11345,WP_011057122.1|HK|Hybrid,72,94,36,2.61111111,0.32889874,0.05912786,1340.86205,0.99766521,-0.2419808
GCF,11345,WP_011057170.1|RR|OmpR,14,24,4,6,0.35080645,0.04435484,237.980369,0.99573376,-0.241129
GCF,11345,WP_011057207.1|HK|Hybrid,57,75,43,1.74418605,0.34150943,0.08301887,1047.27173,0.99645264,-0.1593396
GCF,11345,WP_011057496.1|HK|Classic,29,55,17,3.23529412,0.34428795,0.06885759,628.308702,0.9973154,-0.2480438
GCF,11345,WP_011057502.1|RR|unclassified,15,15,14,1.07142857,0.31944444,0.08333333,279.155536,1.00055748,-0.3260417
GCF,11345,WP_011057746.1|HK|Classic,22,21,21,1,0.34120172,0.09871245,454.222214,0.99392169,-0.0375536
GCF,11345,WP_011057747.1|RR|OmpR,14,15,9,1.66666667,0.37117904,0.07423581,218.635333,0.99379697,0.00393013
GCF,11345,WP_011057934.1|RR|OmpR,12,22,4,5.5,0.3362069,0.06896552,221.318298,0.99245873,-0.2793103
GCF,11345,WP_011058037.1|RR|CheY,13,14,14,1,0.35042735,0.05128205,226.408464,1.00625984,-0.3782051
GCF,11345,WP_011058255.1|RR|OmpR,13,19,9,2.11111111,0.33471074,0.06198347,232.115798,0.99620514,-0.1917355
GCF,11345,WP_011058258.1|HK|Classic,23,17,9,1.88888889,0.33126935,0.06501548,313.192202,0.9974274,-0.123839
GCF,11345,WP_011058278.1|RR|NarL,11,19,5,3.8,0.35981308,0.04672897,203.918167,0.99472276,-0.2065421
GCF,11345,WP_011058302.1|RR|unclassified,18,26,9,2.88888889,0.27672956,0.0754717,308.00275,0.99677265,-0.404717
GCF,11345,WP_164920774.1|HK|Hybrid,56,64,36,1.77777778,0.32395732,0.08341416,1018.83982,0.99690785,-0.1492726
GCF,11345,WP_164920897.1|PP|HisKa,19,23,10,2.3,0.34951456,0.08009709,400.771595,0.99447046,-0.0866505
GCF,11345,WP_164921000.1|PP|HPt,8,5,4,1.25,0.34862385,0.03669725,100.535762,1.00535762,-0.2770642
GCF,11345,WP_164921050.1|RR|CheY,7,3,10,0.3,0.33333333,0.05833333,111.307107,1.00276673,-0.0225
GCF,11345,WP_164921237.1|HK|Classic,27,26,6,4.33333333,0.37588652,0.07565012,410.356429,0.9911991,0.12647754
GCF,11345,WP_197524184.1|RR|OmpR,18,22,12,1.83333333,0.31174089,0.048583,238.543548,1.00228381,-0.3259109
GCF,11345,WP_231833760.1|HK|Classic,32,56,22,2.54545455,0.33378562,0.05427408,727.38775,0.999159,-0.2694708
GCF,11345,WP_231833815.1|RR|unclassified,24,27,15,1.8,0.30712531,0.0982801,396.07281,0.99515781,-0.1341523
GCF,11465,WP_011131808.1|RR|NarL,11,15,18,0.83333333,0.30991736,0.06198347,234.62019,1.00695361,-0.3760331
GCF,11465,WP_011131773.1|RR|OmpR,16,21,15,1.4,0.3266129,0.05645161,239.168202,1.00070378,-0.1653226
GCF,11465,WP_011131767.1|RR|OmpR,15,17,12,1.41666667,0.3187251,0.06772908,241.740333,0.998927,-0.2784861
GCF,11465,WP_011131906.1|HK|Classic,19,17,36,0.47222222,0.33333333,0.06613757,370.803536,1.00488763,-0.2613757
GCF,11465,WP_011132339.1|RR|OmpR,16,16,25,0.64,0.31404959,0.0785124,234.1355,1.00487339,-0.2326446
GCF,11465,WP_011132340.1|HK|Classic,18,20,58,0.34482759,0.29581152,0.09162304,375.864976,1.0076809,-0.4041885
GCF,11465,WP_011132710.1|HK|Classic,20,24,26,0.92307692,0.32795699,0.05645161,363.61969,1.00170714,-0.2728495
GCF,11465,WP_011132746.1|RR|OmpR,19,22,5,4.4,0.35918367,0.0244898,235.702464,0.99873926,-0.0155102
GCF,11465,WP_011132975.1|HK|Classic,37,40,40,1,0.31930334,0.06966618,681.680571,1.00247143,-0.2454282
GCF,11465,WP_011133207.1|PP|HisKa,23,21,35,0.6,0.3010989,0.07032967,448.088274,1.00468223,-0.3538462
GCF,11465,WP_011133246.1|RR|OmpR,16,22,11,2,0.36693548,0.05645161,238.76006,0.99899606,-0.0358871
GCF,11485,WP_011130182.1|HK|Classic,34,42,4,10.5,0.36818182,0.06590909,427.716619,0.99238195,0.05886364
GCF,11485,WP_011129644.1|HK|Classic,39,42,15,2.8,0.32865731,0.07014028,489.0295,0.99801939,-0.2156313
GCF,11485,WP_011130183.1|RR|OmpR,20,28,2,14,0.31950207,0.05809129,231.414155,0.99747481,-0.2369295
GCF,11485,WP_011130366.1|RR|OmpR,16,23,13,1.76923077,0.30612245,0.07755102,235.804702,0.99917247,-0.2571429
GCF,11485,WP_011130471.1|HK|Classic,19,28,12,2.33333333,0.32702703,0.05135135,360.721988,0.99922988,-0.2986486
GCF,11485,WP_011130724.1|RR|CheY,6,6,5,1.2,0.31884058,0.02898551,129.436179,1.00338123,-0.2471014
GCF,11485,WP_011130725.1|RR|OmpR,17,20,10,2,0.30833333,0.0625,231.204202,1.00088399,-0.3270833
GCF,11485,WP_011130785.1|HK|Classic,49,44,14,3.14285714,0.34306569,0.06423358,675.180155,0.99878721,-0.1343066
GCF,11485,WP_011131076.1|PP|HisKa,31,39,12,3.25,0.33836207,0.03448276,455.444917,1.00097784,-0.2765086
GCF,11485,WP_011131353.1|RR|OmpR,18,22,11,2,0.31716418,0.05597015,258.925571,0.99971263,-0.3753731
GCF,11485,WP_011131359.1|RR|OmpR,17,22,9,2.44444444,0.33064516,0.05241935,238.806488,0.99919033,-0.1403226
GCF,11485,WP_011131408.1|RR|NarL,16,22,9,2.44444444,0.31120332,0.05394191,232.788036,1.00339671,-0.3775934
GCF,11485,WP_011825606.1|RR|OmpR,17,25,5,5,0.33333333,0.02564103,224.188667,0.99639407,-0.1675214
GCF,11485,WP_041384688.1|HK|Classic,24,31,11,2.81818182,0.34564644,0.04485488,371.12031,1.00302786,-0.2770449
GCF,11485,WP_236069708.1|RR|OmpR,18,27,4,6.75,0.38306452,0.05241935,238.74175,0.99891946,-0.0137097
GCF,12465,WP_011294133.1|RR|OmpR,16,22,10,2.2,0.3266129,0.0483871,239.002488,1.00001041,-0.1754032
GCF,12465,WP_011294127.1|RR|OmpR,16,19,14,1.35714286,0.31320755,0.06037736,256.24306,1.00094945,-0.3241509
GCF,12465,WP_011294170.1|RR|NarL,15,17,14,1.21428571,0.28512397,0.05371901,234.602821,1.00687906,-0.5057851
GCF,12465,WP_011294268.1|HK|Classic,24,22,21,1.04761905,0.30294906,0.06970509,366.470345,1.00678666,-0.4029491
GCF,12465,WP_011294535.1|RR|OmpR,11,21,21,1,0.30612245,0.07346939,237.382774,1.00585921,-0.5187755
GCF,12465,WP_011294536.1|HK|Classic,17,21,50,0.42,0.31564987,0.0530504,370.846083,1.00773392,-0.4087533
GCF,12465,WP_011294763.1|HK|Classic,20,27,20,1.35,0.31496063,0.06299213,372.643405,1.00172958,-0.316273
GCF,12465,WP_011295260.1|HK|Classic,39,37,42,0.88095238,0.33091437,0.07111756,680.724976,1.00106614,-0.1763425
GCF,12465,WP_011295495.1|PP|HisKa,24,28,22,1.27272727,0.32537961,0.03687636,453.295714,1.00286662,-0.237744
GCF,12465,WP_011295540.1|RR|OmpR,18,24,8,3,0.37804878,0.05691057,236.505536,0.99791365,0.03658537
GCF,12465,WP_049752694.1|RR|OmpR,21,23,6,3.83333333,0.3526971,0.02489627,231.559119,0.99809965,-0.0655602
GCF,12505,WP_041425172.1|HK|Classic,26,31,9,3.44444444,0.39030612,0.03316327,381.714286,0.99664304,-0.0140306
GCF,12505,WP_041425064.1|RR|OmpR,22,25,4,6.25,0.34509804,0.02352941,245.728107,0.99889474,-0.1015686
GCF,12505,WP_011360849.1|RR|NarL,14,19,10,1.9,0.31020408,0.05306122,237.372357,1.00581507,-0.4228571
GCF,12505,WP_011360535.1|RR|OmpR,16,23,7,3.28571429,0.32377049,0.05737705,234.242917,0.99677837,-0.2422131
GCF,12505,WP_011360355.1|HK|Classic,37,39,9,4.33333333,0.34309623,0.03974895,468.389726,0.99869878,-0.25
GCF,12505,WP_011359779.1|RR|NarL,11,19,10,1.9,0.3245614,0.06578947,218.811667,0.99914003,-0.2394737
GCF,12505,WP_011359559.1|HK|Classic,29,32,11,2.90909091,0.32637076,0.04960836,373.642012,0.99904281,-0.3078329
GCF,12505,WP_011359365.1|HK|Classic,49,52,13,4,0.35057471,0.06321839,685.784607,0.99823087,-0.0751437
GCF,12505,WP_011359144.1|RR|OmpR,19,21,12,1.75,0.31660232,0.05791506,250.081702,1.00032681,-0.3289575
GCF,12505,WP_011359102.1|HK|Classic,29,29,3,9.66666667,0.32887701,0.05614973,365.157905,1.00043262,-0.3219251
GCF,12505,WP_011358994.1|RR|OmpR,18,28,5,5.6,0.3715415,0.0513834,243.249821,0.9969255,-0.0391304
GCF,12505,WP_009788247.1|RR|OmpR,16,22,9,2.44444444,0.33467742,0.0483871,238.826262,0.99927306,-0.1157258
GCF,12505,WP_156771115.1|RR|CheY,7,5,5,1,0.375,0.0390625,118.998405,0.99998659,-0.0460938
GCF,12645,WP_011375737.1|RR|NarL,12,16,17,0.94117647,0.31404959,0.06198347,234.521857,1.00653158,-0.3706612
GCF,12645,WP_011375702.1|RR|OmpR,17,21,15,1.4,0.3266129,0.05645161,239.288298,1.00120627,-0.183871
GCF,12645,WP_011375696.1|RR|OmpR,14,19,12,1.58333333,0.33076923,0.06153846,250.69275,0.9987759,-0.2511538
GCF,12645,WP_011375834.1|HK|Classic,20,17,36,0.47222222,0.32804233,0.06613757,371.068131,1.00560469,-0.3222222
GCF,12645,WP_011376272.1|RR|OmpR,11,17,25,0.68,0.30165289,0.08264463,234.235036,1.00530058,-0.3371901
GCF,12645,WP_011376638.1|HK|Classic,19,22,25,0.88,0.32795699,0.06182796,363.4405,1.0012135,-0.2494624
GCF,12645,WP_011376674.1|RR|OmpR,19,22,5,4.4,0.35918367,0.0244898,235.857845,0.99939765,-0.0587755
GCF,12645,WP_011376983.1|HK|Classic,37,42,36,1.16666667,0.32075472,0.07256894,680.841381,1.00123732,-0.2345428
GCF,12645,WP_011377213.1|PP|HisKa,22,16,45,0.35555556,0.29295154,0.07709251,447.513429,1.00564815,-0.4099119
GCF,12645,WP_011377254.1|RR|OmpR,16,23,10,2.3,0.36693548,0.06048387,238.656929,0.99856455,0.00927419
GCF,12645,WP_225866676.1|HK|Classic,16,18,56,0.32142857,0.296875,0.08854167,378.171179,1.00845648,-0.4026042
GCF,13205,WP_011431029.1|HK|Classic,55,59,15,3.93333333,0.32708934,0.07636888,683.513393,0.99782977,-0.2776657
GCF,13205,WP_011430998.1|HK|Classic,33,32,6,5.33333333,0.33333333,0.08108108,432.651881,0.99460203,-0.0842342
GCF,13205,WP_011430976.1|RR|unclassified,25,29,15,1.93333333,0.34299517,0.06280193,403.78206,0.99699274,-0.1251208
GCF,13205,WP_011430975.1|RR|CheY,5,6,10,0.6,0.35483871,0.04032258,115.467952,1.00406915,-0.1483871
GCF,13205,WP_011430841.1|RR|OmpR,18,16,6,2.66666667,0.35371179,0.05676856,219.427714,0.9973987,-0.1593886
GCF,13205,WP_011430732.1|RR|NarL,10,14,12,1.16666667,0.33928571,0.05357143,215.145726,1.0006778,-0.1825893
GCF,13205,WP_011430714.1|RR|OmpR,14,18,9,2,0.34661355,0.05577689,241.274036,0.99700015,-0.1701195
